conversation_id,message,answered,sentiment,category,intent
9f1fb51c-a029-4691-973d-63772a5f82ab,"Teşekkürler! **Açık veya kapalı düğün salonu** tercihiniz var, yani her iki seçeneğe de açıksınız.

Şimdi, size en uygun mekanları önerebilmem için son olarak **kişi başı bütçenizi** öğrenebilir miyim? (Yaklaşık bir rakam belirtirseniz, bütçenize uygun en iyi mekanları listeleyebilirim.)

Örneğin: Kişi başı 500 TL, 750 TL gibi.",Yes,positive,Mekan,Mekan arıyor
9f1fb51c-a029-4691-973d-63772a5f82ab,500,Yes,negative,Diğer,Belirsiz
9f1fb51c-a029-4691-973d-63772a5f82ab,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f1fb51c-a029-4691-973d-63772a5f82ab,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f1fb51c-a029-4691-973d-63772a5f82ab,"Şu anda **Kahta** ve yakın çevresinde, kişi başı 500 TL bütçeyle açık veya kapalı düğün salonu için uygun mekan bulamadım.

Dilerseniz:
- **Bütçenizi biraz artırabilir**
- **Yakın ilçeleri** (örneğin: Adıyaman Merkez, Samsat, Gerger gibi) dahil edebilir
- Veya **tarih ve davetli sayısı** gibi kriterlerde esneklik sağlayabilirsiniz.

Kriterlerinizi biraz genişletmek ister misiniz? Size en uygun alternatifi bulmam için nasıl yardımcı olabilirim?",Yes,negative,Mekan,Mekan arıyor
9f1fb51c-a029-4691-973d-63772a5f82ab,Adıyaman Kahta köşk düğün salonu,Yes,positive,Mekan,Mekan arıyor
9f1fb51c-a029-4691-973d-63772a5f82ab,"Teşekkürler! **Adıyaman Kahta Köşk Düğün Salonu** ile ilgilendiğinizi belirttiniz.

Bu salon hakkında bilgi almak, fiyat teklifi istemek veya müsaitlik durumu öğrenmek mi istiyorsunuz? Ayrıca, başka salon veya alternatif mekan önerileri de sunmamı ister misiniz?

Dilerseniz, Köşk Düğün Salonu’nun kapasitesi, hizmetleri ve iletişim bilgileriyle ilgili detayları da paylaşabilirim. Nasıl yardımcı olmamı istersiniz?",No,negative,Mekan,Mekan arıyor
9f1fb51c-a029-4691-973d-63772a5f82ab,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Harika! **Kına geceniz** için yardımcı olmaktan mutluluk duyarım. Şimdi, nasıl bir hizmet aradığınızı öğrenebilir miyim?

- **Kına gecesi mekanı** mı arıyorsunuz?
- **Kına organizasyonu** (süsleme, dans ekibi, aksesuarlar vb.) mu istiyorsunuz?
- Yoksa her ikisini birden mi düşünüyorsunuz? 

Sizin için en uygun önerileri sunabilmem için tercihinizi belirtir misiniz?",Yes,positive,Mekan,Mekan arıyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Abiye istiyorum,Yes,positive,Gelinlik,Ürün arıyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Çok güzel! **Kına geceniz için abiye** (nişan/kına/akşam elbisesi) arıyorsunuz. Size en uygun abiye mağazalarını veya tasarımcılarını önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede** abiye arıyorsunuz?
2. **Tahmini bütçeniz** nedir?
3. Özel bir renk veya model tercihiniz var mı?

Bu bilgileri paylaşırsanız, size en uygun abiye seçeneklerini hemen sunabilirim!",Yes,positive,Gelinlik,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,İstanbul Türkiye bütçe 4000 bin TL,Yes,negative,Diğer,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Teşekkürler! İstanbul’da, **4000 TL bütçeyle** kına geceniz için abiye arıyorsunuz. Size daha iyi yardımcı olabilmem için son bir sorum olacak:

İstanbul’un belirli bir ilçesinde mi arıyorsunuz, yoksa tüm İstanbul’daki abiye mağazalarını incelememi ister misiniz? Eğer belirli bir ilçe varsa belirtir misiniz? 

Ayrıca, özel bir renk veya model tercihiniz varsa paylaşabilirsiniz. Böylece önerilerim daha nokta atışı olur!",Yes,positive,Gelinlik,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Bağcılar Esenler,Yes,positive,Diğer,Belirsiz
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Şu anda **Bağcılar** ve **Esenler** ilçelerinde, 4000 TL bütçeyle kına gecesi için abiye bulabileceğim uygun bir mağaza veya firma veritabanımda görünmüyor.

Dilerseniz:
- **Yakın ilçelerde** (Güngören, Bahçelievler, Bayrampaşa gibi) arama yapabilirim.
- Ya da bütçenizi veya tercih ettiğiniz ilçeleri genişletebilirsiniz.

Nasıl devam etmemi istersiniz?",Yes,negative,Gelinlik,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Ok,Yes,positive,Diğer,Belirsiz
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Teşekkür ederim! Size başka bir konuda yardımcı olmamı ister misiniz? Eğer ileride tekrar abiye, kına organizasyonu veya başka bir düğün hizmeti ararsanız her zaman buradayım.

Bugünkü hizmetimden memnun kaldınız mı? Başka bir isteğiniz varsa hemen yardımcı olabilirim!",Yes,positive,Gelinlik,Ürün arıyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Peki uygun fiyata olnine site bula bilirmisib,Yes,positive,Diğer,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,"Tabii, yardımcı olabilirim! İstanbul’da yaşıyorsanız ve **uygun fiyatlı abiye** arıyorsanız, online alışveriş siteleri güzel bir alternatif olabilir. Aşağıda, Türkiye’de güvenle alışveriş yapabileceğiniz ve genellikle uygun fiyatlı abiye seçenekleri sunan popüler online siteleri bulabilirsiniz:

1. **Modanisa** – [modanisa.com](https://www.modanisa.com)
2. **Trendyol** – [trendyol.com](https://www.trendyol.com)
3. **Morhipo** – [morhipo.com](https://www.morhipo.com)
4. **Zara** – [zara.com](https://www.zara.com/tr)
5. **Sefamerve** – [sefamerve.com](https://www.sefamerve.com)
6. **Hepsiburada** – [hepsiburada.com](https://www.hepsiburada.com)
7. **LC Waikiki** – [lcwaikiki.com](https://www.lcwaikiki.com/tr-TR/TR)

Bu sitelerde “kına abiyesi”, “gece elbisesi” veya “abiye elbise” gibi anahtar kelimelerle arama yapabilirsiniz. Fiyat filtrelerini kullanarak bütçenize uygun modelleri kolayca bulabilirsiniz.

Ekstra bir öneri ister misiniz? Belirli bir renk veya model arıyorsanız, bana yazabilirsiniz!",No,positive,Gelinlik,Bilgi soruyor
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f1fc574-98e7-4e66-b86c-e77c51347f3b,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f1fc574-98e7-4e66-b86c-e77c51347f3b,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f1fc574-98e7-4e66-b86c-e77c51347f3b,"Harika! **Düğün** organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım var.

Öncelikle, düğününüzün tahmini tarihini öğrenebilir miyim? (Yıl-ay ya da yıl-ay-gün şeklinde yazabilirsiniz.)",Yes,positive,Organizasyon,Bilgi soruyor
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025.11.15,Yes,negative,Diğer,Belirsiz
9f1fc574-98e7-4e66-b86c-e77c51347f3b,"Teşekkürler! **15 Kasım 2025** tarihi için düğün planlıyorsunuz.

Şimdi, nasıl bir hizmet aradığınızı öğrenmek isterim:
- Düğün mekanı mı arıyorsunuz?
- Düğün organizasyonu, fotoğrafçılık, gelinlik gibi başka bir hizmet mi düşünüyorsunuz?

Size en uygun önerileri sunabilmem için belirtir misiniz?",Yes,positive,Mekan,Mekan arıyor
9f1fc574-98e7-4e66-b86c-e77c51347f3b,Düğün mekanı,Yes,positive,Mekan,Mekan arıyor
9f1fc574-98e7-4e66-b86c-e77c51347f3b,"Çok güzel! Size en uygun **düğün mekanı** önerilerini sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. Düğünü hangi şehir ve ilçede yapmak istiyorsunuz?
2. Tahmini kaç davetliniz olacak?
3. İkram tercihiniz nedir? (Yemekli, kokteyl, pasta & meşrubat gibi)
4. Kişi başı bütçeniz nedir? (Yaklaşık bir rakam belirtirseniz daha iyi önerilerde bulunabilirim.)
5. Mekan tercihiniz var mı? (Açık alan, kapalı alan, havuz başı, kır düğünü, otel vb.)

Bu sorulardan dilediklerinizi yanıtlayabilirsiniz, ben de size en uygun mekanları hemen önereyim!",No,positive,Mekan,Mekan arıyor
9f1fc574-98e7-4e66-b86c-e77c51347f3b,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f1fd866-240c-42d0-a3b5-84133bcba6fb,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f1fd866-240c-42d0-a3b5-84133bcba6fb,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f1fd866-240c-42d0-a3b5-84133bcba6fb,"Merhaba! Size nasıl yardımcı olabilirim? Düğün, kına, nişan veya başka bir etkinlik mi planlıyorsunuz? Bana yapmak istediğiniz etkinliği kısaca anlatırsanız, en uygun mekan veya hizmetleri önermeye başlayabilirim.",Yes,positive,Mekan,Mekan arıyor
9f1fd866-240c-42d0-a3b5-84133bcba6fb,Şeşi,Yes,positive,Diğer,Belirsiz
9f1fd866-240c-42d0-a3b5-84133bcba6fb,"Bu konu hakkında bir fikrim yok. Size düğün, kına, nişan veya benzeri etkinlikler konusunda yardımcı olabilirim. Size nasıl yardımcı olabilirim?",Yes,negative,Diğer,Belirsiz
9f1fd866-240c-42d0-a3b5-84133bcba6fb,https://images.app.goo.gl/cid7SnWHy1pyLv118,Yes,positive,Diğer,Belirsiz
9f1fd866-240c-42d0-a3b5-84133bcba6fb,"Üzgünüm, görsel bağlantılarını inceleyemiyorum. Ancak, görseldeki bir mekan, dekorasyon veya konsept hakkında bilgi almak istiyorsanız, lütfen bana görselle ilgili kısa bir açıklama yapın. Böylece size en uygun önerileri sunabilirim!

Size nasıl yardımcı olabilirim? Düğün, kına, nişan veya başka bir etkinlik mi planlıyorsunuz?",No,negative,Mekan,Mekan arıyor
9f1fd866-240c-42d0-a3b5-84133bcba6fb,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f1fda47-f4d0-4293-ac53-8b46ff243af4,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f1fda47-f4d0-4293-ac53-8b46ff243af4,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f1fda47-f4d0-4293-ac53-8b46ff243af4,"Harika, **nişan** etkinliği için yardımcı olabilirim! Sıradaki adımda, nasıl bir hizmet aradığınızı öğrenmek isterim:

- **Nişan organizasyonu** mu arıyorsunuz?
- **Nişan mekanı** mı bakıyorsunuz?
- Yoksa **nişan fotoğrafçısı** veya başka bir hizmet mi arıyorsunuz?

Sizin için en doğru önerileri sunabilmem için tercihinizi belirtir misiniz?",Yes,positive,Mekan,Mekan arıyor
9f1fda47-f4d0-4293-ac53-8b46ff243af4,Nişanlık beğenmiştim de onu,Yes,negative,Diğer,Belirsiz
9f1fda47-f4d0-4293-ac53-8b46ff243af4,"Anladım, **nişanlık** yani nişan elbisesiyle ilgileniyorsunuz! Size en güzel nişanlık modellerini ve bu hizmeti sunan firmaları önerebilmem için birkaç bilgiye ihtiyacım var:

1. **Hangi şehirde** veya ilçede nişanlık bakıyorsunuz?
2. **Tahmini bütçeniz** nedir?
3. Nişan tarihiniz belli mi? (Varsa, lütfen belirtin.)

Bu bilgilerle size en uygun nişanlık firmalarını ve modellerini önerebilirim. Sizin için nasıl devam edeyim?",Yes,positive,Gelinlik,Bilgi soruyor
9f1fda47-f4d0-4293-ac53-8b46ff243af4,Fiyatı ne kadar,Yes,negative,Diğer,Bilgi soruyor
9f1fda47-f4d0-4293-ac53-8b46ff243af4,"Size yardımcı olabilmem için birkaç detaya daha ihtiyacım olacak:

1. **Hangi şehirde** veya ilçede nişanlık bakıyorsunuz?
2. **Satın almak mı, kiralamak mı** istiyorsunuz?
3. **Tahmini bütçeniz** var mı? (Örneğin, 5.000 TL’ye kadar, 10.000 TL’ye kadar gibi.)

Genel olarak, 2025 yılı itibariyle nişanlık fiyatları şehir ve modele göre değişiklik gösteriyor:
- **Kiralık nişanlıklar**: Ortalama 3.000 TL – 10.000 TL arasında değişiyor.
- **Satılık nişanlıklar**: Ortalama 7.000 TL’den başlayıp, özel tasarımlarda 30.000 TL ve üzerine çıkabiliyor.

Dilerseniz, bulunduğunuz şehre ve bütçenize göre size özel mağaza ve model önerileri sunabilirim. Hangi şehirde aradığınızı belirtir misiniz?",No,positive,Diğer,Bilgi soruyor
9f1fda47-f4d0-4293-ac53-8b46ff243af4,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f208c53-9dd0-4a3c-bcfc-2e880230d355,"Harika! **Düğün** için mekan veya hizmet arayışındasınız. Size en uygun önerileri sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini düğün tarihiniz nedir?** (Yıl-ay veya tam tarih olarak belirtebilirsiniz.)
3. **Yaklaşık kaç davetli olacak?**
4. **Yemek tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu bilgileri paylaşırsanız, size en uygun düğün mekanlarını veya hizmetlerini önermeye başlayabilirim!",Yes,positive,Mekan,Mekan arıyor
9f208c53-9dd0-4a3c-bcfc-2e880230d355,23.08.25 pastalı olcak 600 kişi,Yes,negative,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,"Teşekkürler! Şu ana kadar elimdeki bilgiler:

- **Etkinlik:** Düğün
- **Tarih:** 23.08.2025
- **İkram:** Pasta ve meşrubat
- **Davetli sayısı:** 600 kişi

Şimdi, size daha iyi yardımcı olabilmem için iki sorum daha olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Kişi başı veya toplam bütçeniz nedir?** (Örneğin: kişi başı 500 TL veya toplam 100.000 TL gibi)

Bu bilgileri paylaşırsanız, size en uygun mekanları hemen önerebilirim!",Yes,positive,Mekan,Mekan arıyor
9f208c53-9dd0-4a3c-bcfc-2e880230d355,Konya da olacak,Yes,positive,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,"Harika! Düğününüz **Konya**’da olacak. Son olarak, bütçenizi de öğrenebilir miyim? Yani, 600 kişi için pasta ve meşrubat ikramlı bir düğün için toplamda veya kişi başı ayırdığınız bir bütçe var mı?

Bütçenizi belirtirseniz, hem uygun hem de beklentilerinize hitap eden mekanları önerebilirim. Eğer bütçe belirtmek istemezseniz, farklı fiyat aralıklarından örnekler de sunabilirim.

Bütçenizi paylaşır mısınız?",Yes,positive,Mekan,Mekan arıyor
9f208c53-9dd0-4a3c-bcfc-2e880230d355,100,Yes,positive,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",No,negative,Diğer,Belirsiz
9f208c53-9dd0-4a3c-bcfc-2e880230d355,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f209ce4-52c0-4749-87a6-4dd467d90ad3,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
